Brand,Product Name,Product Type,Review Body,Review Date,Review Stars,Review Title,URL,User ID
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"This is like glue for your makeup. I live in a hot, humid place and my makeup usually just melts after a few hours, but this makes my makeup stay put until I take it off. This is perfect for parties, a long day of work or if your makeup doesn't stay on your face. Will most definitely repurchase.",08 11 2013,5 stars,Glue for your makeup,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,4.10E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"Let me begin by saying - the previous bad reviews may have been defective? Because I've been doing cat eyes forever as they are my ""signature"" - I had LONGED for a product that was waterproof, smudge resistant, and buildable (as I do touch-ups to sharpen out my lines and match lines on both sides) - THIS IS THE ONE. When I swatched the product on my hand in store, I had to scrub it off - so I knew then that it was water resistant. But when it took me shorter than its ever taken me to draw a cat eye because of it's precision and ease of application, right then I knew this was my new baby. I need something I can apply heavy for a dramatic look, and thinner for a simplistic look. This is it. I swear, I'll porbably throw away the other liners I have tried and gave up on! I don't need anything other than this!
I just wish they had it in more colors .. that would be a dream!…read more",08 11 2014,5 stars,Holy grail!,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-5.06E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,"I've been using this eyeliner for many years now and it is still my favorite to this day. I love how it's waterproof (seriously). When I go work out and play sports and am drenched in sweat, this eyeliner still stays put and does not smudge. I use the black eyeliner and the color is very black and matte. It does not flake.",08 11 2014,5 stars,GREAT MATTE WATERPROOF LIQUID EYELINER,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,-5.15E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"It's a really good eyeliner. I got 3 of them. If you use it often, then it will be fine. But be careful where you store it.. I left one of mine unused around 2 weeks, and right now, I can't even see a color despite of how much I keep applying it to my eyes. It's completely dried out. So, you shouldn't store it in dry place, and you must cap it tightly.",08 11 2014,3 stars,"Long-lasting, but dry out so fast!",https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,-1.19E+18
Too Faced,Hangover Replenishing Face Primer,Primer,I've been using this EVERY DAY since June. So amazing. I get compliments on my skin every day even when I'm not wearing foundation. I recommend this fully. I ran out and had to IMMEDIATELY go buy another one. It's amazing,08 11 2015,5 stars,SOO GOOD,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,2.26E+18
Too Faced,Hangover Replenishing Face Primer,Primer,,08 11 2015,5 stars,"It's an absolute treat being able to put this on my face. The scent is absolutely marvelous, and not only does it help moisturize and even out my skin, but it definitely makes sure my foundation doesn't cling to any dry spots. I got this as a sample, and knew after the first application I needed the full size. As well, a little goes a long way with this product!",https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-5.59E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,"I've been buying this product for a few years now and I have no reason to try any other. I had a friend ask me what I use and she is now a lifer, too! It's so easy to use and gives me exactly the look I'm going for.",08 11 2016,5 stars,My absolute fave,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,-8.11E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,I spent a lot of time searching for a quality liquid liner and landed on this. It goes on so smooth and doesn't melt at all during the day. Unfortunately I feel like I go through it fairly quickly and the last bit in the pen never goes on quite as smooth.,08 11 2016,4 stars,Love this liner!,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,-4.03E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"I received a mini size of the black with my last order and have been using it for my upper waterline. I find wearing this only on the upper water and no other eyeliner on the lid gives me a perfect day time look. I really like this eyeliner and am purchasing a full size now that I'm almost out of the mini. I would not use this to line my lids because you can't sharpen it but it's PERFECT for the waterline. Really black, goes on smooth, and doesn't hurt my eyes like other eyeliner have when I wear them on my waterline. I really love how smooth the liner is and how easy it is to twist up and then back down for storage. I'd say this is worth the $25 since the mini liner lasted me months! I'm thinking about trying the silver one for my lower waterline.",08 11 2016,4 stars,Best for the waterline,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,-3.64E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,Conflicted-Did they change the formula?!,08 11 2018,1 star,"<img src=""https://www.sephora.com/productimages/sku/s1221084+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Intense Black",https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,-5.80E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,Best Eyeliner Pen,08 11 2018,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-6.61E+17
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,It's easy to use and goes on smooth. My only complaint is that it is kind of sticky. If you open your eyes wide it will transfer to the top of your lid.,08 11 2018,4 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-7.44E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,I purchased this product hoping it would keep my makeup fresh all day and Wow! Even in the high humidity of the Deep South my makeup stayed put all day and still looked great when I was ready to take it off. It even stood up to a night (5+ hours) of dancing. Great product!,08 12 2010,5 stars,Amazing!,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-5.90E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,"As one with small, often teary eyes, I have found my new liner! Easy on, stays on, comfortable to wear. Long live this liner!",08 12 2011,5 stars,Bingo!!,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,6.61E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,The eyeliner glides on without any problem and it can make the thinnest or the thickest line. If you put a glitter liner over it this eyeliner still does not budge. And the packaging is the cutest thing every:),08 12 2013,5 stars,Absolouey Flawless,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,8.37E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,"I went to a Christmas party last night where I knew I was going to go hard. My bff and I watched YouTube tutorials on ""the perfect smoky eye"" and I wanted to make sure it lasted all night. She told me to use this primer.

I was slinging back vodka sodas like it was my job. Teetering in my heels. Spilling my drink on people. In short: I was a mess. But my eyeshadow was not. This stuff lasted through drunken tears and my head hanging in a toilet. I am attaching a photo of myself THIS MORNING to show you how my makeup didn't budge.

10/10 would wear again. Would probably drink less, too.",08 12 2013,5 stars,Invincible.,https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,-8.29E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"I never buy high end eye liners since they are too expensive for me. But when I received a sample of the gel high liner in black, I fell in love. It stayed on my waterline which I'm always having a hard to stay on. So I bought one in the color Ro(Cocoa). Love the color, love that I don't have to sharpen the liner since I feel that I waste product like that. I give this product two thumbs up and I don't normally like to leave reviews but this product was worth my money spent.",08 12 2013,5 stars,Favorite Liner,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,2.19E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,I've been in love with stila's liner. But the calligraphy tip on this liner is. the. bomb. Will probably never need to try another liner again. This is everything!,08 12 2015,5 stars,holy grail!,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-5.92E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"This will forever be my Holy Grail eyeliner. It is so pigmented and so creamy and so smooth and it stays right where you put it!
My typical eyeliner for the day is simply tightlining my upper lash line, and this is the only liner that doesn't smudge to my waterline. By the end of the day, my waterline is free of eyeliner, and I never have to worry about it smudging. No other eyeliner can ever compare.",08 12 2015,5 stars,Marc Jacobs Highliner- Blacquer,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,-8.24E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,Lasts all day! Easy to apply. Super black!! Love it!,08 12 2018,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-2.34E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"when i bought this in the store, i meant to get trooper and bought biker by accident. i got trooper in the ""draw the line"" kit for christmas and it is my FAVORITE eyeliner. it makes a really great cat eye and has really great staying power. when used with the urban decay primer potion it goes nowhere when my eyes water on my walk to work (it's windy here!) this is definitely my new staple eyeliner.",09 01 2013,5 stars,love it!,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,7.19E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,"I bought my sister the holiday set of UD primers last year and she wasn't impressed but I'd desperatly needed something for my eyelids and all signs kept pointing back to this so I picked it up anyway. I don't know why it didn't work for her because it has been a DREAM come true for me! It does not crease, budge, move, and glides on easily!. A little goes a long way and that's been hard for me to learn because I can be heavy handed with product sometimes. Pick this up if you want all your eyeshadows/eyeliners to stay put!",09 01 2013,5 stars,Lives up to the hype!,https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,1.67E+18
Too Faced,Hangover Replenishing Face Primer,Primer,"This stuff is amazing, yes it smells like Piña Coladas, but after 2 minutes you don't smell it anymore. I love the smell, it's super fresh, this feels just as amazing going on your skin as it feels. I don't see any crazy difference in my skin after using this except that my skin is much more radiant. HOWEVER, my skin feels amazing with this on, it is crazy moisturizing, my skin drinks it up, products go on top of it super easy, and after hours of wear, my skin doesn't start to feel dry, tight or itchy like it does with other primers. And that says a lot, out of the 30 something primers I've tried. And that is more than enough for me, just refreshed, moisturizer skin makes me more than happy.…read more",09 01 2015,5 stars,It puts the primer on its skin...,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-2.29E+17
Too Faced,Hangover Replenishing Face Primer,Primer,"Got a deluxe sample of this from Too Faced. I thought it looked a lot like Elmer's glue. It had a very weird consistency and was very runny. It was the complete opposite of what I'm used to with a primer. I love coconut though so I was excited to try this out and give it a shot.

The verdict: AWFUL. Completely awful. My makeup went on very patchy and looked really dry which was unusual. Once I was finished putting on my makeup entirely (which took a little more effort than usual) it didn't look too bad. But after only a few hours, my makeup looked just awful. It was patchy and dry and looked like it was 3 days old. My other primer keeps my foundation looking flawless even overnight through to the next day! This stuff just didn't hold up. I'm not sure how this is rated so high honestly as it is the worst primer I've ever tried. This stuff is always free in deluxe samples though so I would get my hands on one first if I were you to try it before you buy it.",09 01 2017,1 star,Nope,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,8.87E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,"It's garbage. It is decent (not great for the price, by any means) the first 3 times you use it. It then dries out, making what's left of it very difficult to apply in a smooth way. I am in my 40s so I am not even a consumer who likes to do a lot of dramatic eye looks; rather, I typically want a nice looking product with staying power. Pretty simple. 

I am a Stila fan so I was excited to try this liner but it was hugely disappointing.",09 01 2017,1 star,horrible,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,5.49E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"Omg. I love this spray so much! The first time around I got the smaller one so I could see how it worked and my makeup stayed on better than usual! Once I ran out, I noticed a huge difference in how long it stayed and the apperance of my makeup by the end of the day, but I recently repurchased it (in the biggest size) and I don't regret it at all. This setting spray is amazing and I'ld keep buying it",09 01 2017,5 stars,love love love,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,4.83E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,Best eyeliner available! It applies so easily and stays on all night! 10/10,09 01 2019,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,3.12E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,Super black and glides on over glitter eye shadow with ease.. very impressed,09 01 2019,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,6.85E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,great cat eyes,09 01 2019,4 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-3.90E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,I have not had great interactions with liquid eyeliner in the past. But this eyeliner is amazing! It is easy to apply and lasts until you wash it off. It has totally changed the way that my eye make up looks.,09 02 2014,5 stars,Changed my life,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,5.38E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,"I absolutely love, love, LOVE this liquid eyeliner. I have very oily eye lids so most liquid liners (Including waterproof) tend to not stay put on my lids for more than a few hours before they start to fade out. However, when I use my Stila Stay All Day liquid eye liner it stays true to its name and STAYS ALL DAY even throughout the evening without fading, cracking or smudging. If you have oily lids, or want a liner that will stay all day and, by the end of your day look just as good as it did when you first applied it, this is the liquid eyeliner for you. Also, the felt tip makes this liner very easy to use with precise lines.",09 02 2015,5 stars,AMAZING!,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,-5.82E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,"stays all day, never smudges or fades, easy to apply, there is nothing wrong with this product! My favorite out of all the eyeliners i've tried so far.",09 02 2015,5 stars,Best eyeliner!,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,1.68E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"I used to hate crying in public because my makeup would come off but I can cry whenever I want now because I can cry for like two hours and, unlike my life, my make up will still be perfect.",09 02 2016,5 stars,This stuff stays!,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-4.89E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"I've really enjoyed the black highliner. It goes on very pigmented, workable for just a few moments, and then sets and stays all day. A few other colors from 2014's Christmas set were way too glittery for me, but maybe okay for other users.

My rub is with the misleading packaging. You go to the shop and look at the display, and the single pencils are in long tubes. The value sets are in little shorter tubes. But when I look online at the amount of product, 0.01 oz, I realize it's the same amount of product as I get in the three minis set. And I just checked the old tubes I had from the Christmas set, and they are also 0.01 oz. So the packaging size changes, but the amount of product is the same in the small tubes as in the big tubes. I think it's a little misleading.

Bottom line, the product is pretty good, but if you want value you should invest in the trial sets.",09 02 2016,3 stars,Good liners; same amount of product as trial sizes,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,5.01E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,I love how rich the color is and the pen is very precise!,09 02 2019,4 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-2.17E+18
Dior,Diorshow Waterproof Mascara,Mascara,"I got this in blue and it is very blue. Would look good on a young woman. But my lashes have seemed shorter lately and was wondering what I was going to do about this problem. This really builds lashes w/o much problem and w/ virtually no clumps. It easily stays separate while you keep building. I don't want to try others now. I got a good mascara from the drug store and was happy w/ that, but it does smudge on the brow bone by the end of the day. This dior one does NOT do that. It is as perfect as it can be. I like trying new things but with this, I might stick w/ it because it is so worth it. Buy it now!…read more",09 03 2012,5 stars,"very very good, lives up to the hype",https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,3.02E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"I use airbrush makeup, which is water based and can make your skin look a little dry. By using Urban Decay All Nighter to set my makeup, my skin looks amazing. I also use a primer for my skin and one for my eyeshadow, which probably helps too. I spray a little All Nighter on after using primer, let it dry and then airbrush on my makeup. After I've finished with my eyes, brows, cheeks and everything else - but before mascara - I spray it fairly liberally all over my face. Once it has dried, I apply my mascara. I suppose with a waterproof mascara, it probably wouldn't cause it to run, but it is too much work to clean up that mess and touch everything back up, so I've never tried it. I have skin that can get shiny pretty quickly and that never happens when I use this setting spray. My makeup lasts all day and stays looking fresh. I think it has helped my skin as well, because I am not touching up with a lot of powder or layering on more makeup all day long.",09 03 2013,5 stars,Works great with airbrush makeup,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-4.54E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"I would get this in an IV drip if I could insure I'd never be without it. I can put on my makeup and use the All Nighter sparay, sing 2 full sets and sweat like crazy and my makeup is still on my face, it's MAGIC!! I turn everyone I know onto this product. In high humidity I sometimes use it as a primer for makeup then over and it stays put!! I am sure this may make some of you squirm however in Hawaii it was my secret weapon this way~",09 03 2013,5 stars,Best to lock and rock your makeup,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-4.52E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"Love this stuff and has been a permanent fixture in my makeup bag for years. Very long wearing. I work 12 hour shifts, have very straight lashes, and have VERY oily eyelids which could be a recipe for disaster when it comes to lashes. Athough some of the fibers flake off and a little smudging is present at the end of my 12 hours it's a small price to pay. Most people who don't have oily lids will likely find smudging not a problem at all anyway. It's best to really make sure to remove all the excess product before applying as it tends to get clumpy when you apply too much, thus weighing down your lashes and cutting the life of your curl short. So apply thin layers using a light hand. I find this really makes my lashes look most natural and adds to the longevity of my curl. I've tried maaaany mascaras over the years and very few compare.
…read more",09 03 2015,5 stars,holy grail,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,-1.77E+18
Too Faced,Hangover Replenishing Face Primer,Primer,I have never purchase a primer that was not catered to oily or acne prone skin until this. I do love the primer! It a really moisturizing primer. Even though i am oily my skin get drier throughout the winter without proper products and this did the trick for me.,09 03 2015,4 stars,Good!,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-4.39E+18
Too Faced,Hangover Replenishing Face Primer,Primer,,09 03 2015,5 stars,"I was hoping I'd really love this product and I actually do!!! It's the first and only primer I can see myself using again and again. It does help my foundation stay on longer, and smooths everything out. I only have good things to say about this.",https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,6.35E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,So disappointed this used to be my favorite and it's clearly different. I hate when a product gets popular and they decide to cut costs by changing what makes it great.,09 03 2017,1 star,changed formula,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,3.59E+18
Too Faced,Hangover Replenishing Face Primer,Primer,,09 03 2018,3 stars,"This primer just wasn’t a good fit for me. I have oily skin, and this product made my skin shinier than normal not even a full hour after application. The smell was so-so, and the consistency of the product was a little too slick for my liking. The absorb-ability was mediocre, which I think is what contributed to the left over shine on my face. I would only recommend this to people with dryer or dehydrated skin types.<div class=""css-xq9yyh "" data-comp=""Box""><button class=""css-nlkkp4 "" type=""button"" data-comp=""Link Box"">…read more</button></div>",https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-4.13E+17
Dior,Diorshow Waterproof Mascara,Mascara,"I bought this product on accident thinking that I was grabbing the regular Dior Show. I thought that there could not be that much difference since I love the original, I was mistaken. This stuff is very very hard to get off even with eye make-up remover and it smudges a lot throughout the day. I don't feel like my lashes look as voluminous or moist with this product as opposed to the original version. I will continue to buy the regular Dior Show.",09 04 2009,2 stars,Not impressed,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,-8.77E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,mascara,,09 04 2014,5 stars,I usually don't buy a product multiple times because it really isn't that great enough. I also don't like sticking to one brand if I'm able to try other ones. But I've already bought this mascara 3 times already. Totally love it! Holds my curl and doesn't flake.,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,-7.70E+18
Too Faced,Hangover Replenishing Face Primer,Primer,Saw this on a popular YouTube channel and just had to try it. I'm glad I did because me and primer have a love hate relationship. This product is amazing and smells great! Wakes you up in the morning and helps everything stay out during the day. Very hydrating without being overly so!,09 04 2015,5 stars,this is a must buy!,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-2.96E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"If you're like me, you wear too much makeup and love it. I walked through an entire outdoor event (big for me, because I'm lazy) in the rain, and someone looked at me and said- why does your makeup still look good? The answer is a) because I did a good job b) because of this product.",09 04 2015,5 stars,wow,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-1.82E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"This pencil is great. It's highly pigmented and easy to apply. It does dry very quickly, so if you are trying to smudge it you have to do so very fast. It is insanely waterproof, and very difficult to get off. You have to use an oil-based makeup remover, or it will stay on for days. Overall, very happy.",09 04 2015,5 stars,Great Pencil,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,-1.66E+17
Kat Von D,Tattoo Liner,Liquid Eyeliner,"As an eye liner novice, I can say this product is easy to apply, dries quickly and stays on all  day. I received a deluxe sample of the black color, and I can honestly say this is it for me. I'm puzzled by the bad reviews. I have noticed that I can get a perfectly filled in lid line with 2-3 swipes, but because the liner is very smooth and dries quickly if I continue swiping it starts to become blotchy and will flake off. I think the same problem can arise from layering this over too much eye shadow primer. Great product overall though, especially if you usually have difficulty getting an even smooth line.…read more",09 04 2016,5 stars,Amazing Eye Liner,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-1.60E+17
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"Let me tell you a little story. I was on vacation. I woke up at 9am, used this eyeliner, and then went and sat in the 31 degrees sun until 2pm, and that's when I went swimming. Full on, head under the wader swimming. After I got out it looked flawless so I went and spent the night at the club. Flashforward a very long night I ended up falling asleep and forgot to take my makeup off. I went and took a shower. When I came out, MY EYELINER STILL LOOKED GOOD! And by good i mean I could go out in public with it on. I've been using it since Jan, every single day, its April and I'm not even half way through the tube. Buy this. Now.",09 04 2016,5 stars,HOLY S**T,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,2.86E+18
Too Faced,Hangover Replenishing Face Primer,Primer,This is one of the worst primers I have ever tried. It goes on easily but 'pills' as soon as I start to put makeup on. It is a complete wast of money and is going back.,09 04 2017,1 star,Terrible,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-4.35E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,Ummm.,09 04 2019,3 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-8.60E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"This product is a god-send. I have shaky hands sometimes and is the only liner that will go on in a straight line in the first try without looking like a five year old applied it. Feels fabulous to wear and I am not worried it is going to smudge, like a lot of other liners. Excellent product.",09 05 2013,5 stars,Amazing!,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,9.44E+17
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"Very few mascaras keep my lashes curled (I'm Asian and have long lashes but almost every formula makes my lashes ""fall"" after one coat). You can layer on coat after coat, lashes stay curled, they don't clump and it never flakes! Love this product",09 05 2014,5 stars,Stays put and lashes stay curled!,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,4.26E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"I have oily, hooded lids, so finding an eyeliner that stays put has been a challenging task. This one really works. On lazy or dry winter days when I don't put on a primer, by the end of my work day most of the product is still on, with minimum smudge! I'm so glad I came across this eyeliner a while back! Since then I've repurchased twice, and wish they didn't discontinue the colored ones.

Also, I just love the brush tip, which is soft and very, very precise. If you like to do wing tips this is a must try.

When I feel the product starting to run out I store the pen upside down and shake it before opening the cap, and it lasts and lasts! Don't throw it away so quickly.",09 05 2014,5 stars,Really deserves the hype,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,6.98E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"I bought these in Blacquer and In the Buff. I bought Blacquer for the express purpose of tightlining my upper waterline because I had heard over and over again that it doesn't transfer. Well, it sure does transfer to my lower waterline. :( I bought In the Buff to brighten my lower waterline but on my fair skintone it doesn't really show, so that's not really the fault of the liner! It really is a pretty color. But if I could go back in time I'd take the $50 I spent on these liners and use them on a MJ shadow palette.

Anyway, the texture is fairly soft. You can smudge these. The black feels more workable for smokey/smudgey than the champagne color to me. I like the feature that you twist them up instead of sharpening as they wear down. Very nice liners, just not what I was looking for. If you're in the market for a tightlining eyeliner I'd think twice before buying from this line. Otherwise, these are quite nice!",09 05 2015,3 stars,Kinda regret buying,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,2.23E+18
